,epoch,train_loss,val_loss
0,1,0.17038428423101784,0.0
1,2,0.09228073657475046,0.0
2,3,0.07954354373524423,0.0
3,4,0.07236962484531716,0.0
4,5,0.06354718062965596,0.08058842510663698
5,6,0.059975552906999824,0.0
6,7,0.05796102629058429,0.0
7,8,0.05613365214409643,0.0
8,9,0.05275941715713163,0.0
9,10,0.05439630236293449,0.07532483687928991
